`courseid`	`course`	`coursename`	`credit`	`required`	`description`
`055597`	`MUSC217`	`Rock and Related Music: 1950-Present`	`3`	``	`This course explores the evolution of rock 'n' roll from its origins to the present day, focusing on soul, folk rock, British rock, psychedelic, heavy metal, disco, punk and rap styles within the context of cultural, social and political developments. For students with little or no formal training in music, this course's emphasis will be on the styles and evolution of the music, which will be discussed in a non-technical way that centers on music fundamentals - i.e., melody, harmony, texture, rhythm and form.`
`055598`	`MUSC218`	`Recording Techniques`	`3`	``	`Takes the student through the basics of acoustics and psycho-acoustics, microphone design and placement techniques, consoles and stereo recording principles. Students will also conduct hands-on recording sessions of various different musical instruments, ensembles and genres. Music majors only. Recommended Preparation: Passage of aptitude test or consent of instructor.This course is repeatable for credit.`
`055599`	`MUSC219`	`Introduction to Digital Audio Workstations`	`3`	`You must complete MUSC 218 with a grade of C or better.`	`This course introduces students to the use of digital audio work stations for music production. Recording, editing and mixing techniques will be explored, and students will work with various musical ensembles. Music majors only. Recommended Preparation: MUSC 218 or consent of instructor.This course is repeatable for credit.`
`055600`	`MUSC220`	`Introduction to Percussion Ensemble`	`2`	``	`A beginning percussion ensemble in which students work on technical and reading skills while rehearsing intermediate level repertoire to begin acquiring an experience in the rehearsal/performance process. The course will culminate with an end-of-semester performance. Recommended Preparation: Consent of instructor.This course is repeatable for credit.`
`055601`	`MUSC221`	`Jazz Theory and Aural Skills`	`3`	`You must complete MUSC 126 with a C or better.`	`Topics include jazz harmony and materials, basic musical forms, composition, techniques of harmonization and reharmonization, substitution and aural recognition of basic materials, including modes of the major and melodic minor scale, chords including extensions and alterations, and pentatonic, diminshed and whole tone scales. Basic musical forms are learned through composition projects. Recommended Preparation: MUSC 126`
`055602`	`MUSC222`	`Jazz Arranging`	`3`	`You must complete MUSC 221 with a grade of C or better..`	`Course covers the techniques of scoring and arranging jazz music, including orchestration, transposition, melodic and rhythmic embellishment and techniques of harmonization essential to jazz arranging. Techniques covered include tonicization through dominant and diminished sevenths, chromatic and diatonic planing and the linear approach. Composition projects progress to five-part writing, culminating in arranging for nonet. Recommended Preparation: MUSC 221`
`055603`	`MUSC223`	`Jazz Composition`	`3`	`You must complete MUSC 221 with a grade of C or better..`	`Techniques and materials of jazz composition through the study of its masters. The course progresses from basic lead sheet composition, through extended forms to ensemble writing. Composers studied include Thelonious Monk, Bill evans, Kenny Wheeler, Bud Powell, Wayne Shorter and Clare Fischer. Course culminates in performance and recording of compositions. Recommended Preparation: MUSC 221`
`055604`	`MUSC224`	`Instrumentation`	`3`	`You must complete MUSC 125 with a grade of C or better.`	`This course provides an introduction to arranging and composing for specific instruments and instrumental ensembles. Basics of transposition and standard instrumentations are covered, as well as issues of idiomatic voicing and other timbral and textural considerations when arranging for traditional and nontraditional instrumental ensembles. Recommended Preparation: MUSC 125 or consent of instructor`
`055605`	`MUSC225`	`Theory III: Counterpoint`	`3`	`You must complete MUSC 126 with a C or better.`	`The study and application of the various technical aspects of music writing/composition as expressed through tonal and expanded harmonic idioms, contrapuntal procedures and various formal constructions. Recommended Preparation: MUSC126 or consent of the instructor`
`055606`	`MUSC226`	`Theory IV: Music Writing`	`3`	``	`An analytical study of musical styles and structure, with emphasis on chromatic harmony and 19th-century technique. The course is designed to develop the student's analytical abilities by examining scores. Some of the topics covered include rhythmic, textural and thematic analysis, and the expansion of the orchestra. Recommended Preparation: MUSC 225 or consent of instructor`
`055607`	`MUSC227`	`Theory V: 20th Century Musical Analysis`	`3`	`You must complete MUSC226 or MUSC222 or MUSC223 with a grade of " C" or better.`	`An analytical study of musical styles and structure, with emphasis on 20th-century technique. Some of the topics covered include pantonality, serial technique, intermedia forms and chance music.`
`055608`	`MUSC230`	`Musics of the World`	`3`	``	`A survey of selected musical cultures of the world, with emphasis on the musical forms, instruments, tonal material, the role of music in society and its relationship to other arts.`
`102335`	`MUSC252`	`Music in Wartime`	`3`	`You must complete any 100-level A/H course, with a grade of C or better`	`This course explores the emotional, practical, and political uses of music during specific times of violent conflict worldwide. Topics may include the Bosnian War, the American Civil War, WWII, the Vietnam War, the recent wars in Iraq and Afghanistan, the Dutch colonization of Bali, and South African apartheid. Students will examine <br />how soldiers, prisoners, civilians, and nations used music during these times for such disparate purposes as entertainment, propaganda, protest, torture, grieving, and community healing.`
`055609`	`MUSC255`	`Music History: An Overview`	`3`	``	`A survey of the principal periods in the history of Western music, including the principal forms, styles, genres and composers. Prerequisite: Ability to read music`
`055610`	`MUSC260`	`Introduction to Music Therapy`	`3`	``	`In addition to defining the profession, this course focuses on the comprehension of theory, ethics, clinical techniques, trends and perspectives in the practice of music therapy. It also stresses written and verbal modes of communication, musicianship skills, cultural context of the therapy, observational techniques, and objectives in determining and evaluating music therapy goals in clinical practice in today's health care climate.`
`055611`	`MUSC261`	`Teaching Choral Singing`	`3`	``	`Teaching Choral Singing provides an introduction to choral pedagogy for music educators. Fundamentals of vocal technique are combined with methodologies for teaching beginning and intermediate choruses how to read choral music and how to create a good choral sound. Class involves opportunities for teacher observation and practicum experiences. Recommended Preparation: MUSC 174 and 175 or consent of instructor`
`055612`	`MUSC262`	`Teaching Choral Singing`	`3`	``	``
`050046`	`MUSC263`	`Popular Music and National Identity in German Speaking Countries`	`3`	``	`An overview of popular music in the German-speaking countries focusing on the post-WWII period. Examines the historical impact of U.S. and British rock music on domestic traditions, subsequent institutional changes, state cultural policies and audience responses in constructing increasingly globalized ethnic, national and cultural identities and traditions.`
`055614`	`MUSC300`	`Performance Studies Workshop`	`0`	``	`Designed for students with performance abilities in various areas of music. Topics will vary to include opera, musical theatre, mixed-media, etc. NOTE: Students need the consent of the Instructor. Variable credit course repeatable for a maximum of 6 credits.`
`055615`	`MUSC301`	`UMBC Chamber Players`	`2`	``	`The UMBC Chamber Players is a small, select ensemble of instrumentalists and singers coming from all academic areas. A diverse program of chamber music from all historical periods is performed on and off campus throughout the year. Prerequisite: By audition only. This course is repeatable for a maximum of 16 credits.`
`055616`	`MUSC302`	`UMBC Concert Choir`	`2`	``	`The UMBC Concert Choir is a select ensemble of singers coming from all academic areas. A diverse program of choral literature is performed throughout the year, including larger cantatas and oratorios. Prerequisite: Consent of the instructor.This course is repeatable for credit.`
`055617`	`MUSC303`	`UMBC Camerata--Chamber Choir`	`2`	``	`The UMBC Camerata is a small, select ensemble of singers coming from all academic areas. A diverse program of vocal literature is performed throughout the year including madrigals and works for small choruses. Recommended Preparation: Consent of the instructor. This course is repeatable for credit.`
`101966`	`MUSC303H`	`UMBC Camerata--Chamber Choir`	`3`	``	`The UMBC Camerata is a small, select ensemble of singers coming from all academic areas. A diverse program of vocal literature is performed throughout the year including madrigals and works for small choruses. Recommended Preparation: Consent of the instructor. This course is repeatable for credit.`
`055618`	`MUSC304`	`UMBC Jubilee Singers`	`2`	``	`This class affords students instruction in sacred music, predominantly from the African- American heritage. The course will provide an introduction to and study of a variety of musical styles, including spirituals, hymns and anthems. Vocal technique is also part of the class structure. Some vocal instruction will be given, and it is recommended that students take MUSC 170 and 171: Beginning and Intermediate Voice Class, along with the course. This course is repeatable for credit.`
`055619`	`MUSC305`	`UMBC Community Symphony Orchestra`	`2`	``	`The UMBC Community Symphony is a full-size symphonic ensemble consisting of students, faculty and community members. The orchestra meets once a week in the evening and performs regularly in public throughout the year. Recommended Preparation: Consent of instructor. This course is repeatable for credit.`
`101967`	`MUSC305H`	`UMBC Community Symphony Orchestra`	`3`	``	`The UMBC Community Symphony is a full-size symphonic ensemble consisting of students, faculty and community members. The orchestra meets once a week in the evening and performs regularly in public throughout the year. Recommended Preparation: Consent of instructor. This course is repeatable for credit.`
`055620`	`MUSC306`	`Improvisation Ensemble`	`2`	``	`The study of recent improvisation practices from graphic scores, to group composition, to coexisting hybrid strategies to free improvisation to intuitive music. Attention also will be given to experimental jazz as a model for further improvisational exploration. Students in the class will be strongly encouraged to develop their own musical voices and invent new ways to improvise. This course is a laboratory for the exploration of the individual musical soul. This course is repeatable for credit.`
`055621`	`MUSC307`	`Small Ensemble`	`2`	``	`Student performance of works from the literature for small ensembles. May include vocal accompaniment. Prerequisite: Consent of instructor and audition. This course is repeatable for credit.`
`055623`	`MUSC308`	`UMBC Wind Ensemble`	`2`	``	`The UMBC Wind Ensemble is an instrumental ensemble consisting of students, faculty and community members. The group meets once a week in the evening. A diverse program of wind ensemble literature is performed through the year. Recommended Preparation: Consent of instructor. This course is repeatable for credit.`
`055624`	`MUSC309`	`UMBC New Music Ensemble`	`2`	``	`The repertory of the UMBC New Music Ensemble centers around the latest developments in the sonic art. The ensemble explores, performs, and studies new concepts in notation, extended performing techniques, group improvisation and group composition. Recommended Preparation: Consent of instructor. This course is repeatable for credit.`
`055625`	`MUSC310`	`Beginning Gamelan`	`2`	``	`Introduction to the repertory of the gamelan, a traditional ceremonial ensemble of Bali. Prerequisite: By permission and audition.This course is repeatable for a maximum of 4 credits or 2 attempts.`
`055626`	`MUSC311`	`Free Composition`	`3`	`You must complete MUSC 125 and MUSC 224 with a grade of C or better.`	`Introduction to composition. Students are encouraged to develop music in their own styles while exploring a variety of compositional techniques. Students study the works of a variety of composers throughout the semester and hear readings of their compositions by the faculty ensemble Ruckus. Recommended Preparation: MUSC 125 and MUSC 224 or consent of instructor. This course is repeatable for credit.`
`055627`	`MUSC312`	`Composition`	`3`	``	`Advanced studies in musical composition. Recommended Preparation: Consent of instructor.This course is repeatable for credit.`
`055628`	`MUSC313`	`Advanced Gamelan`	`2`	``	`An advanced performance course designed to develop students' knowledge of the music and performance techniques of the gamelan angklung, a traditional ceremonial ensemble of Bali. Ensemble performs regularly. Prerequisite: By permission and audition. This course is repeatable for credit.`
`055630`	`MUSC314`	`Music Literature`	`3`	`You must complete MUSC 126 with a C or better.`	`A rotating topics course designed to familiarize students with the vast repertoire of music in the Western classical tradition. Students will explore historical, socio-cultural and stylistic issues related to the works discussed in class. Offered annually, topics will rotate among literature for the piano, orchestra, solo voice, chorus and chamber music. Recommended Preparation: MUSC 126 or permission of instructor`
`050215`	`MUSC315`	`Alexander Technique for Musicians`	`3`	``	`This course is offered to singers and instrumentalists who are interested in learning how the Alexander technique can enhance performance skills and reduce performance anxiety and tension while playing or singing. Through group activities, observation and individual work, students will learn about Alexander technique principles and how they apply to various aspects of practicing and performing. Students will gain a basic understanding of the fundamentals of anatomy and body mapping and how this information can impact their performance. Recommended Preparation: Four semesters of individual performance studies of primary instrument or permission of instructor`
`055633`	`MUSC318`	`Digital Audio Processing`	`3`	`You must complete MUSC 219 with a grade of C or better.`	`A continuation of MUSC 219 where students will explore advanced applications of audio plug-ins for mixing and mastering through work on various projects. Music majors only. This course is repeatable for credit.`
`055634`	`MUSC319`	`Advanced Topics in Music Technology`	`3`	`You must have completed MUSC 318 with a grade of C or better and must be a MUSIC major.`	`An exploration of advanced topics in music technology. The subject matter varies from semester to semester but may include surround recording techniques, sound design, audio electronics, sound for video, and multimedia. Music majors only. This course is repeatable for credit.`
`055635`	`MUSC320`	`UMBC Jazz Ensemble`	`2`	``	`Student performance of jazz works from the literature. May include vocal accompaniment. Prerequisite: Consent of instructor and audition. Notes: May be repeated for credit. MUSC 320 cannot be taken concurrently with MUSC 358`
`055636`	`MUSC321`	`Music History I`	`3`	`You must complete MUSC 126 with a C or better.`	`An analytic study of Western music history and literature from medieval, Renaissance and Baroque periods, with an emphasis on styles, genres and significant composers. Recommended Preparation: MUSC 126`
`055637`	`MUSC322`	`Music History II`	`3`	`You must complete MUSC 321 with a C or better.`	`An analytic study of Western music history and literature from the Classic and Romantic eras and the early 20th century, with an emphasis on styles, genres and significant composers. Recommended Preparation: MUSC 321`
`055638`	`MUSC323`	`Career Development for Musicians`	`3`	`You must complete MUSC 126 with a C or better.`	`A practicum class that examines the componenets of creating a successful career in the music field. Beginning by exploring traditional careers as well as the many creative, entreprenuerial paths musicians have taken, areas to be studied include self-presentation (writing and speaking), the components of a successful press package, websites, recorded material, and resumes. Financial support options and research methods, legal issues, and contracts will be discussed. Recommended Preparation: MUSC126`
`055639`	`MUSC324`	`Small Ensemble Jazz Group`	`2`	``	`Student performance of jazz works from the literature. May include vocal accompaniment. Prerequisite: Consent of the instructor and audition. Notes: May be repeated for credit. MUSC 324 cannot be taken concurrently with MUSC 358.`
`101919`	`MUSC327`	`Avant-Garde Performance: Youth Rebellion`	`3`	`You must complete any 200-level Arts or Humanities course before taking this class`	`The course explores 20th century avant-gardism through a study of important figures and movements, including Marcel Duchamp, Erik Satie, and John Cage; Futurism, Dadism, Surrealism, and Fluxus. A survey of late-20th century social<br />movements and technology in avant-garde performance concludes the course.`
`055643`	`MUSC332`	`A History of American Music`	`3`	``	`A survey of the various types of music that have existed in roughly the geographical United States from the time of the early European settlers to the present, of the various trends that have shaped American musical thoughts, the cultural environment in which this music was created and the importance of music in American life. Recommended Preparation: MUSC 100, 101, 110 or consent of instructor`
`102207`	`MUSC333`	`Race and Jazz`	`3`	``	`The music known as jazz has been celebrated throughout the world. This course will examine the music itself as well as the role that race has played throughout jazz history. We will examine the music from a historical perspective through the study of the music and lives of its creators and practitioners. Students will learn to make aesthetic judgments, identify various jazz styles and discuss their relevance to their time and to the present. Recommended Course Preparation: MUSC 100 or MUSC 214`
`055645`	`MUSC336`	`The Beatles:  Career, Music, Culture, Innovation, Impact`	`3`	``	`An exploration of the music and career of the Beatles with respect to innovation in pop music and its impact on Western culture. For the student with little or no musical training in music, the Beatles' music will be discussed in a nontechnical way that centers on music fundamentals - e.g., melody, harmony, texture, rhythm, form and instrumentation. The course also positions the Beatles' music and influence within the context of cultural, social and political developments. Recommended Preparation: Any music course, or permission of instructor`
`050028`	`MUSC339`	`Black American Music`	`3`	``	`An in-depth study of the development of the music of blacks in the United States from early colonial period to the present. Particular attention will be devoted to slave songs, the evolution of the blues and jazz, and the Africanisms evident in these idioms. Recommended Preparation: AFST 245 or MUSC 215`
`102013`	`MUSC340`	`Audio Postproduction`	`2`	`You must complete MUSC219 and MUSC318`	`This course introduces students to the principles and practice of recording, editing, mixing anddelivery within the context of film and video postproduction. There will be extensive study of techniques and workflows including recording and overdubbing, editing and mixing for dialog / ADR, music, effects and Foley, and through this interaction with other programs and with servers and networks; synchronisation<br />techniques; and documentation protocols (metadata, EDL).`
`055651`	`MUSC358`	`Music in Performance`	`3`	``	`Designed for students who have been active musicians in high school. This course couples rehearsal and performance with the study of the compositions and styles being performed, and related issues of music performance. Each week, students rehearse with their preferred ensemble, and meet for a one-hour discussion that involves all students in the course. Prerequisite: One prior college-level music ensemble, and permission of instructor. This course is repeatable for credit.`
`055652`	`MUSC360`	`Seminar in K-12 Choral Methods`	`3`	`You must complete MUSC 261 and MUSC 380 and MUSC 385 with a grade of C or better.`	`Seminar involves a survey of methods and repertoire for K-12 choral education. Class involves reading, performance, discussion and analysis, as well as practicum experiences in the schools. Recommended Preparation: MUSC 261, 380 and 385 or by consent of the instructor`
`055653`	`MUSC361`	`Seminar in K-12 Instrumental Methods`	`3`	`You must complete MUSC 380 and MUSC 385 with a grade of C or better.`	`Seminar involves a survey of methods and repertoire for K-12 instrumental education. Class involves reading, performance, discussion and analysis, as well as practicum experiences in the schools. Recommended Preparation: MUSC 182, 183, 184, 185, 186, 187, 188, 189, 380 and 385 or by consent of the instructor`
`055654`	`MUSC362`	`Arts in Education`	`3`	`You must have completed four semesters of MUSC 193 with a grade of C or better.`	`For advanced music majors, the course offers an introduction to theories of aesthetic education as they relate to all the arts and an in-depth exploration of those theories as they relate to music. Within the context of this practicum based course, students will learn to teach general music in an experiential manner to prepare both K-12 students and adult audience members for a deeper appreciation of the performance of music. Topics include writing effective lesson plans and planning and presenting interactive concerts as teaching artists. The course requires regular observations and presentations at a local elementary school.`
`055657`	`MUSC375`	`Selected Topics in Music`	`0`	``	``
`055658`	`MUSC380`	`Introduction to Conducting`	`3`	`You must complete MUSC 111 and MUSC 126 with a grade of C or better.`	`Introductory course to the art of conducting. Students will learn fundamental principles of conducting and develop technical skills, including basic baton techniques, score reading and analytical skills that are essential for a conductor of any medium. Recommended Preparation: MUSC 111 and 126`
`055659`	`MUSC385`	`Intermediate Conducting`	`3`	`You must complete MUSC 380 with a grade of C or better.`	`Sequel to MUSC 380 designed to prepare the students for actual ensemble conducting. Students will study more advanced baton techniques, develop knowledge of various instruments and voices, learn to develop effective rehearsal techniques and further their study of stylistic interpretation. Recommended Preparation: MUSC 380`
`055660`	`MUSC390`	`Advanced Performance Studies: Western Art Instruments`	`3`	``	`Advanced students are selected through audition to receive private music lessons; instruction is offered in most Western art instruments and voice. The studies direct the student toward refining technique, broadening performing repertoire and stylistic interpretive sensitivity. Prerequisite: Consent of instructor. This course is repeatable for credit.`
`055661`	`MUSC391`	`Advanced Performance Studies Western Art Instruments - Junior Recital`	`3`	``	`Advanced students are selected through audition to receive private music lessons; instruction is offered in most western art instruments and voice. The studies direct the student toward refining technique, broadening performing repetoire and stylistic interpretive sensitivity. This course is for Junior Recital. Prerequisite: Consent of the instructor. This course is repeatable for credit.`
`100278`	`MUSC392`	`Advanced Performance Studies: Western Art Instruments - Senior Recital`	`3`	``	`Advanced students are selected through audition to receive private music lessons; instruction is offered in most western art instruments and voice. The studies direct the student toward refining technique, broadening performing repetoire and stylistic interpretive sensitivity. This course is for Senior Recital. Prerequisite: Consent of the instructor. This course is repeatable for credit.`
`055662`	`MUSC393`	`Advanced Performance Studies-Honors`	`3`	``	`See MUSC 390. Limited to honors students. This course is repeatable for credit.`
`055667`	`MUSC400`	`Special Projects`	`0`	``	`Individual projects in music. Prerequisite: Approval of project proposal by the instructor who will supervise it. This course is repeatable for a maximum of 8 credits.`
`055668`	`MUSC401`	`Special Projects in Composition`	`3`	`You must be in the MUSIC COMPOSITION TRACK`	`For music majors with an emphasis in composition, this course provides individual instruction in composition in preparation for the senior recital. Recommended Preparation: MUSC 312. This course is repeatable for a maximum of 12 credits or 4 attempts.`
`100321`	`MUSC416`	`Analog Recording Perspectives`	`3`	`You must have completed MUSC 319 with a grade of C or better and must be a MUSIC major.`	`This course offers instruction in the principles of analog audio production techniques for music, including the history, theory and operation of classic recording studio equipment. Basic electronic circuit theory will be discussed, and historical recordings spanning the last 100 years will be examined. Music majors only.`
`055671`	`MUSC417`	`Surround Sound and Video Concepts`	`3`	``	`This course offers advanced instruction in the principles of surround sound and video production techniques for music using Digidesign's Pro Tools HD and Apple's Final Cut Studio workstations. Hands-on instruction will include multiple-camera video recording of musical performances with full multi-channel audio support. Postproduction synchronization and editing of audio and video elements will be taught, and the sharing of project elements between Pro Tools and Final Cut Studio will be stressed. The history of surround sound for music will also be discussed using commercially recorded examples. Music majors only. Recommended Preparation: MUSC 319.`
`055672`	`MUSC418`	`Music Technology Internship`	`3`	``	`This course will acquaint students with the processes of audio production in a professional work environment. Students will work under the guidance of music technology faculty on client-based and/or research projects. The focus of the internship is on the development of ideas, working collaboratively in teams and utilizing evolving technologies. Productions vary each semester and demand different skills from interns. Recommended Preparation: MUSC 319. This course is repeatable for a maximum of 6 credits or 2 attempts.`
`055675`	`MUSC427`	`Electronic Music I`	`3`	``	`A detailed study of the many aspects of electronic music composition. Areas covered include MIDI applications, sampling, hard-disk recording, digital mixing and signal processing. Music Majors Only.`
`055676`	`MUSC428`	`Electronic Music II`	`3`	``	`An advanced course involving music synthesis, extension of MIDI techniques from MUSC 427 and mixed-media design/ performance. Additional topics may include advanced sequencing, software-based modular design and advanced signal processing/analysis. Recommended Preparation: MUSC 427 or consent of instructor`
`055677`	`MUSC429`	`Production of Music by Computer`	`3`	``	`An overview of major programs in the computer generation of electronic music. Projects include creating a musical composition in the digital studio. Recommended Preparation: MUSC 428 or consent of instructor`
`050018`	`MUSC467`	`Music, Art and Society in West Africa`	`3`	``	`A study of the functions and form of traditional and contemporary music in several West African ethnic groups. The use of instrumentation and voice will be studied through listening and performance. A class visit to one museum housing these instruments is required. Recommended Preparation: AFST 245`
`050016`	`MUSC468`	`African-Caribbean Music`	`3`	``	`The song and dance music of Caribbean countries will be studied through listening and performance. The derivatives of African religious and cult music found in Haiti, Trinidad-Tobago and Cuba will be examined. The influences of French and Spanish cultures on the form and content of African-Caribbean songs and dances also will be studied. Recommended Preparation: AFST 245`
`050015`	`MUSC479`	`Black Music in the New  World`	`3`	``	`This is a seminar devoted to topics focusing on particular aspects of Afro-American, Afro-Caribbean and/or Afro-Latin music. The quality, type and intensity of Africanisms in the music of a region, a group or an era will be explored. An intensive examination of the development of new musical idioms, including the reciprocity of African with European influences. A research paper or project is required. Recommended Preparation: AFST 245 and junior/senior standing or permission of the instructor`
`100025`	`MUSC480`	`Topics in Music, Art and Society`	`3`	`You must have completed MUSC 230 and MUSC 321 or MUSC 322 with a grade of C or better.  Open to junior/senior music majors.`	`A special topics course.  Intensive study and discussion of the history, theory and social function of the various musical traditions of a particular culture and their relationship to other forms of art.  Topic will be announced in advance by the instructor.  Others by permission of the instructor. This course is repeatable for a maximum of 6 credits or 2 attempts.`
`055698`	`MUSC485`	`Selected Topics in Music History`	`3`	``	`A special topics course. Intensive study and discussion of a particular period, style or aspects of music. Topic will be announced in advance by instructor.`
`055699`	`MUSC492`	`Senior Project`	`2`	``	``
`055700`	`MUSC497`	`Senior Seminar`	`2`	``	`Examination of special topics concerning musical compositions being performed, composed or written about by participants.`
`055919`	`PHED102`	`Badminton`	`1.5`	``	`An introductory course activity class including basic skills, terminology, rules and courtesies, and strategy for singles and doubles in tennis and badminton. Course is divided into equal segments. Badminton is conducted in the fieldhouse. Tennis is conducted on the university tennis courts. This course is repeatable for credit.`
`102318`	`PHED103`	`Team Handball`	`1.5`	``	`This course is designed to teach individual passing, dribbling and defending skills as well as team play in the sport of team handball.  Students will learn skills and strategies as well as playing the game of team handball.`
`055924`	`PHED105`	`Basketball`	`1.5`	``	`This course is designed to improve basic basketball skills, knowledge of rules and strategies of play. Course meets for eight weeks. This course is repeatable for credit.`
`055925`	`PHED106`	`Golf and Volleyball`	`1.5`	``	`This course is repeatable for credit.`
`055928`	`PHED109`	`Jogging`	`1.5`	``	`Development of fitness and conditioning, strength and endurance and different training techniques while jogging. Class will be held both indoors and outdoors on campus. This course is repeatable for credit.`
`055931`	`PHED111`	`Cardio Fitness`	`1.5`	``	`Designed to develop cardiovascular conditioning through the use of various aerobic activities, including cardiovascular equipment, calisthenics, dance and step (offered in certain sections). This course is repeatable for credit.`
`055932`	`PHED112`	`Beginning Swimming`	`1.5`	``	`Designed to develop the necessary swimming skills so the student will feel safe and secure in, on or around the water. All basic skills are covered. This course is repeatable for credit.`
`055934`	`PHED113`	`Intermediate Swimming`	`1.5`	``	`Provides an opportunity to improve basic swimming skills. Information in the areas of competitive and basic swim skills from Red Cross materials will be offered. Extensive practice time is provided. This course is repeatable for credit.`
`055937`	`PHED116`	`Trail Hiking`	`1.5`	``	`Students in this course will have the opportunity to improve their conditioning by hiking some of the best local backcountry hiking trails in Maryland. Along the way, mini-lectures will focus on foot ware and care, trail safety, map reading, clothing selection and helpful accessories. Student must attend the first class and complete seven of the ten hikes offered. All hikes take place during scheduled meeting times. This course is repeatable for credit.`
`055939`	`PHED118`	`Swim Conditioning`	`1.5`	``	`Students will have the opportunity to swim and train in a very liberal setting. It will provide an opportunity to improve endurance and cardiovascular strength through swimming skills. This course is repeatable for credit.`
`055943`	`PHED121`	`Physical Fitness`	`1.5`	``	`This course is designed to give the student a working knowledge of weight training and aerobic conditioning programs. Students will be exposed to nautilus, free weight and universal machine training, as well as aerobic activities.`
`055944`	`PHED122`	`Self Defense`	`1.5`	``	`This course provides practical self-defense skills including some defenses against punches and knife attacks. The majority of techniques are based in the martial arts. It is for people of all sizes, strengths and ages. (Tai Chi also may be listed under this heading). This course is repeatable for credit.`
`100155`	`PHED122D`	`Self Defense and Safety for Public Service Personnel`	`1.5`	``	`This is an introduction to the principles and practices of basic self defense and occupational safety. The aerobic workout includes the application of Tae Kwon Do skills. The course includes readings and discussions to enhance personal safety.<br />The course is conducted in a 15-week format and runs concurrently with the UMBC semester. Students may also receive course materials and assignments via the Internet, at the course website or in the mail. E-mail will be used as a tool for communication between students and the instructor. A discussion board and list serve will allow for asynchronous (off-line) communication. This course is repeatable for a maximum of 3 credits or 2 attempts.`
`055945`	`PHED123`	`Sports Officiating`	`1.5`	``	`Course is designed to present an overview of officiating, umpiring and refereeing in a selected group of sports. There will be a combination of theoretical aspects to be covered by lecture, discussion and demonstrations, as well as practical involvement in class and during intramurals. This course is repeatable for credit.`
`055946`	`PHED124`	`Outdoor Recreational Activities`	`1.5`	``	`This course is repeatable for credit.`
`055947`	`PHED125`	`Volleyball`	`1.5`	``	`An introduction to team volleyball. Proper skill techniques including serving, passing, setting, spiking and basic position play will be taught. This course is repeatable for credit.`
`055948`	`PHED126`	`Basketball/Softball`	`1.5`	``	`Instruction in advanced offenses and defenses, as well as review of basic skills through drill and technique instruction will be offered. For advanced players and requires instructor permission. This course is repeatable for credit.`
`055949`	`PHED127`	`Aquatic Activities`	`1.5`	``	`This class is designed so that students will have an opportunity to experience a variety of course offerings. Course offerings include: flat water kayaking, white water kayaking, organizational aquatic games and water activities. A course fee may apply. This course is repeatable for credit.`
`055951`	`PHED129`	`Women's Self Defense`	`1.5`	``	`The goal of this course is to empower women and prevent gender-based violence. This course provides women with practical self-defense skills including verbal negotiation, releases from various grabs, rape prevention, and defense against strikes and knife attacks. The majority of techniques are based on Budo Taijutsu, which is a very practical martial art for people of all sizes, strengths and ages. The goal of this course is to empower women and to prevent violence against women. This course is repeatable for credit.`
`055955`	`PHED133`	`Walking and Jogging`	`1.5`	``	`A combination of programs that are involved with both walking and jogging that will range from low impact to advanced programs for each particular activity. Development of fitness and conditioning, strength and endurance, and different training techniques. Class will be held both indoors and outdoors on campus. This course is repeatable for credit.`
`055957`	`PHED135`	`Softball`	`1.5`	``	`An activity course designed to introduce and/or review skills and strategies for co-ed slowpitch softball. Students are responsible for providing their own gloves. All other equipment will be provided. This course is repeatable for credit.`
`055958`	`PHED136`	`Women's Lacrosse`	`1.5`	``	`This course is designed to improve basic women's lacrosse skills, knowledge of the rules and strategies of play. This course is repeatable for credit.`
`055959`	`PHED137`	`Tennis`	`1.5`	``	`An introductory activity class that includes basic skills, terminology, rules and courtesies as it relates to the game of tennis. Basic strategies for singles and doubles in tennis will be covered in the course. Course meets eight weeks. This course is repeatable for credit.`
`055960`	`PHED138`	`Individual Physical Education`	`1.5`	``	`This course is designed for students who have medical limitations that prevent them from participating in regular activity classes. Activity will be tailored to meet the individual needs of each student. This course is repeatable for credit.`
`055961`	`PHED139`	`Coed Crew`	`1.5`	``	`This course is repeatable for credit.`
`055963`	`PHED141`	`Skiing`	`1.5`	``	`This class will provide professional instruction for any level skier. The student will be charged a fee for lifts, lessons and transportation if available. (Winter and Spring only). This course is repeatable for credit.`
`055965`	`PHED143`	`Bowling -- Ten Pins`	`1.5`	``	`An activity class designed to introduce and/or review the skills, techniques and other aspects of 10 pin bowling. If available, the department may provide transportation to a local bowling alley. There will be a slight fee for equipment rental and game charge. This course is repeatable for credit.`
`055967`	`PHED144`	`Soccer (outdoor)`	`1.5`	``	`An activity class covering the fundamental skills, strategies and concepts of the game of soccer. Course meets for eight weeks outdoors. This course is repeatable for credit.`
`055970`	`PHED146`	`Weight Training/Physical Fitness`	`1.5`	``	`This activity class will concentrate on training methods and techniques using free weights and strength training equipment. Students will develop a personal fitness program based on current physical condition and needs. There may be limited usage of cardiovascular equipment. This course is repeatable for credit.`
`055971`	`PHED146W`	`Basic Winter Survival`	`1.5`	``	`Lecture, discussion and outdoor experience combine to help students develop techniques for coping with adverse winter weather conditions and learning practical emergency preparedness for car, home and personal survival. A weekend trip will be scheduled to the mountains. Weather permitting, students will be able to participate in ice skating, snowshoeing and cross-country skiing. (Winter only)`
